Isolate ID,Species Sort,Isolate Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,ICTV_ID,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Genome coverage,Genome,Host source,Accessions Link
VMR1000078,79,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus bovinealpha5,ICTV19951020,E,bovine alphaherpesvirus 5; bovine encephalitis herpesvirus,BoAHV5,SV507/99,AY261359,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000079,80,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus bubalinealpha1,ICTV19990982,E,bubaline alphaherpesvirus 1; water buffalo herpesvirus,BuAHV1,b6,KU936049,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000080,81,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus canidalpha1,ICTV19951021,E,canid alphaherpesvirus 1; canine herpesvirus,CaAHV1; CHV,194,KT819633,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000081,82,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus caprinealpha1,ICTV19951022,E,caprine alphaherpesvirus 1; goat herpesvirus,CpAHV1,E/CH,MG989243,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000082,83,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus cercopithecinealpha9,ICTV19951026,E,cercopithecine alphaherpesvirus 9; simian varicella virus,CeAHV9; SVV,Delta,AF275348,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000083,84,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus cervidalpha1,ICTV19951027,E,cervid alphaherpesvirus 1; red deer herpesvirus,CvAHV1,Anlier,MH036942,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000084,85,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus cervidalpha2,ICTV19951028,E,cervid alphaherpesvirus 2; reindeer herpesvirus,CvAHV2,Norway,MH036943,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000085,86,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus cervidalpha3,ICTV202009143,E,cervid alphaherpesvirus 3; elk herpesvirus,CvAHV3,Canada,MH036941,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000086,87,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus equidalpha1,ICTV19790331,E,equid alphaherpesvirus 1; equine abortion virus,EqAHV1; EAV,Ab4,AY665713,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000087,88,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus equidalpha3,ICTV20041268,E,equid alphaherpesvirus 3; equine coital exanthema virus,EqAHV3,AR/2007/C3A,KM051845,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000088,89,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus equidalpha4,ICTV19870548,E,equid alphaherpesvirus 4; equine rhinopneumonitis virus,EqAHV4,NS80567,AF030027,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000089,90,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus equidalpha6,ICTV202214017,E,equid alphaherpesvirus 6; asinine herpesvirus 1,EqAHV6; AsHV1,AsHV/Bari/2011/740,MT012704,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000090,91,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus equidalpha8,ICTV19951031,E,equid alphaherpesvirus 8; asinine herpesvirus 3,EqAHV8,EHV-8/IR/2003/19,MF431611,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000091,92,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus equidalpha9,ICTV19990991,E,equid alphaherpesvirus 9; gazelle herpesvirus,EqAHV9,P19,AP010838,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000092,93,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus felidalpha1,ICTV19951032,E,felid alphaherpesvirus 1; feline viral rhinotracheitis virus,FeAHV1; FVRV,C-27,FJ478159,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000093,94,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus humanalpha3,ICTV19840518,E,human alphaherpesvirus 3; varicella-zoster virus,HuAHV3; VZV,Dumas,X04370,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000094,95,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus monodontidalpha1,ICTV201856396,E,monodontid alphaherpesvirus 1; beluga whale alphaherpesvirus 1,MoAHV1,LN3131-1,MF678601,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000095,96,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus phocidalpha1,ICTV19990994,E,phocid alphaherpesvirus 1; harbour seal herpesvirus,PcAHV1,,MH509440,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000096,97,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Alphaherpesvirinae,Varicellovirus,,Varicellovirus suidalpha1,ICTV19790332,E,suid alphaherpesvirus 1; pseudorabies virus,SuAHV1; PRV,Kaplan,JF797218,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000097,98,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus aotinebeta1,ICTV20125918,E,aotine betaherpesvirus 1; owl monkey cytomegalovirus,AoBHV1; OMCMV,S34E,FJ483970,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000098,99,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus cebinebeta1,ICTV20125920,E,cebine betaherpesvirus 1; capuchin monkey cytomegalovirus,CbBHV1; CMCMV,5567,JQ264772,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000099,100,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus cercopithecinebeta5,ICTV19990996,E,cercopithecine betaherpesvirus 5; simian cytomegalovirus,CeBHV5; SCMV,2715,FJ483968,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000100,101,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus humanbeta5,ICTV19790333,E,human betaherpesvirus 5; human cytomegalovirus,HuBHV5; HCMV,Merlin,AY446894,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000101,102,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus macacinebeta3,ICTV19990997,E,macacine betaherpesvirus 3; rhesus cytomegalovirus,McBHV3; RhCMV,68-1,AY186194,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000102,103,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus macacinebeta8,ICTV201856399,E,macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus,McBHV8,Ottawa,JN227533,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000103,104,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus mandrillinebeta1,ICTV201856400,E,mandrilline betaherpesvirus 1; drill monkey cytomegalovirus,MdBHV1,OCOM6-2,KR297253,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000104,105,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus paninebeta2,ICTV20041279,E,panine betaherpesvirus 2; chimpanzee cytomegalovirus,PnBHV2; CCMV,Heberling,AF480884,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000105,106,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus papiinebeta3,ICTV20125917,E,papiine betaherpesvirus 3; olive baboon cytomegalovirus,PaBHV3; BCMV,OCOM4-37,AC090446,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000106,107,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus papiinebeta4,ICTV201856401,E,papiine betaherpesvirus 4; chacma baboon cytomegalovirus,PaBHV4,OCOM4-52,KR351281,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000107,108,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Cytomegalovirus,,Cytomegalovirus saimiriinebeta4,ICTV20125919,E,saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus,SaBHV4; SMCMV,SqSHV,FJ483967,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000108,109,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Muromegalovirus,,Muromegalovirus muridbeta1,ICTV19790334,E,murid betaherpesvirus 1; murine cytomegalovirus,MuBHV1; MCMV,Smith,GU305914,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000109,110,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Muromegalovirus,,Muromegalovirus muridbeta2,ICTV19991000,E,murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht,MuBHV2; RCMV,Maastricht,AF232689,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000110,111,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Muromegalovirus,,Muromegalovirus muridbeta8,ICTV20115686,E,murid betaherpesvirus 8; rat cytomegalovirus strain England,MuBHV8; RCMVE,England,JX867617,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000111,112,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta1,ICTV20083079,E,elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1,ElBHV1; EEHV1,Raman,KC462165,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000112,113,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta3,ICTV202214018,E,elephantid betaherpesvirus 3; elephant endotheliotropic herpesvirus 3A,ElBHV3; EEHV3A,Nyah NAP97,MN373268,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000113,114,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta4,ICTV201856404,E,elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4,ElBHV4; EEHV4,NAP69,KT832477,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000114,115,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Proboscivirus,,Proboscivirus elephantidbeta5,ICTV201856405,E,elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5,ElBHV5; EEHV5,Vijay,KF921519,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000115,116,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Quwivirus,,Quwivirus caviidbeta2,ICTV20073845,E,caviid betaherpesvirus 2; guinea pig cytomegalovirus,CdBHV2; GPCMV,21222,KC503762,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000116,117,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Quwivirus,,Quwivirus miniopteridbeta1,ICTV202009145,E,miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus,MnBHV1; MsHV,B7D8,JQ805139,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000117,118,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Quwivirus,,Quwivirus tupaiidbeta1,ICTV20041284,E,tupaiid betaherpesvirus 1; tupaia herpesvirus,TuBHV1; THV,2,AF281817,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000120,119,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus humanbeta7,ICTV19991002,E,human betaherpesvirus 7; human herpesvirus 7,HuBHV7; HHV7,RK,AF037218,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000118,120,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus humanbeta6a,ICTV20115682,E,human betaherpesvirus 6A; human herpesvirus 6A,HuBHV6A; HHV6A,U1102,X83413,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000119,121,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus humanbeta6b,ICTV20115683,E,human betaherpesvirus 6B; human herpesvirus 6B,HuBHV6B; HHV6B,Z29,AF157706,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000121,122,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus macacinebeta9,ICTV201856402,E,macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7,McBHV9; MneHV7,,KU351741,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000122,123,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus muridbeta3,ICTV201856403,E,murid betaherpesvirus 3; mouse thymic virus,MuBHV3; MTV,YOK1,KY355735,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000123,124,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Betaherpesvirinae,Roseolovirus,,Roseolovirus suidbeta2,ICTV20083083,E,suid betaherpesvirus 2; porcine cytomegalovirus,SuBHV2; PCMV,BJ09,KF017583,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000124,125,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Bossavirus,,Bossavirus delphinidgamma1,ICTV202009147,E,delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1,DeGHV1,Sarasota,KY965444,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000125,126,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus callitrichinegamma3,ICTV20041285,E,callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus,ClGHV3,CJ0149,AF319782,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000126,127,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus gorillinegamma1,ICTV19951068,E,gorilline gammaherpesvirus 1; herpesvirus gorilla,GoGHV1,Machi,AJ581752,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000127,128,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus humangamma4,ICTV19710173,E,human gammaherpesvirus 4; Epstein-Barr virus,HuGHV4; EBV,B95-8,AJ507799,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000130,129,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus macacinegamma4,ICTV19951064,E,macacine gammaherpesvirus 4; rhesus lymphocryptovirus,McGHV4; RLV,LCL8664,AY037858,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000128,130,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus macacinegamma10,ICTV201856406,E,macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus,McGHV10,pfe-lcl-E3,KP676001,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000129,131,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus macacinegamma13,ICTV202214019,E,macacine gammaherpesvirus 13; Macaca arctoides gammaherpesvirus 1,McGHV13; MarcGHV1,HVMA,MG471437,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000131,132,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus paninegamma1,ICTV19840527,E,panine gammaherpesvirus 1; herpesvirus pan,PnGHV1,Austin,AJ581751,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000132,133,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus papiinegamma1,ICTV19840525,E,papiine gammaherpesvirus 1; herpesvirus papio,PaGHV1,594S,AJ581750,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000133,134,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Lymphocryptovirus,,Lymphocryptovirus ponginegamma2,ICTV19951067,E,pongine gammaherpesvirus 2; herpesvirus pongo,PoGHV2,CP-81,AJ581753,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000134,135,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus alcelaphinegamma1,ICTV19951070,E,alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus,AlGHV1; MCFV,C500,AF005370,Coding-complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000135,136,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus alcelaphinegamma2,ICTV19951071,E,alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus,AlGHV2,topi-AlHV-2,KF274499,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000136,137,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus bovinegamma6,ICTV20083095,E,bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus,BoGHV6; BLV,Pennsylvania 47,KJ705001,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000137,138,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus caprinegamma2,ICTV20083096,E,caprine gammaherpesvirus 2; caprine herpesvirus 2,CpGHV2; CpHV2,,AF283477,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000138,139,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus hippotraginegamma1,ICTV19991018,E,hippotragine gammaherpesvirus 1; roan antelope herpesvirus,HiGHV1,,DQ083950,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000139,140,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus ovinegamma2,ICTV19951079,E,ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus,OvGHV2,BJ1035,AY839756,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000140,141,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus suidgamma3,ICTV20083099,E,suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1,SuGHV3; PLVH1,56,AF478169,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000141,142,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus suidgamma4,ICTV20083100,E,suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2,SuGHV4; PLHV2,568,AY170317,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000142,143,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Macavirus,,Macavirus suidgamma5,ICTV20083101,E,suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3,SuGHV5; PLHV3,489,AY170316,Partial genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000143,144,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Manticavirus,,Manticavirus phascolarctidgamma1,ICTV202009151,E,phascolarctid gammaherpesvirus 1,PcGHV1,36M/11,MG452722,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000144,145,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Manticavirus,,Manticavirus vombatidgamma1,ICTV202009152,E,vombatid gammaherpesvirus 1,VoGHV1,V3187/11,MG452721,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000145,146,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Patagivirus,,Patagivirus vespertilionidgamma3,ICTV202009149,E,vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus,VeGHV3; EfHV,,MF385016,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
VMR1000146,147,1,Duplodnaviria,,Heunggongvirae,,Peploviricota,,Herviviricetes,,Herpesvirales,,Orthoherpesviridae,Gammaherpesvirinae,Percavirus,,Percavirus equidgamma2,ICTV19951056,E,equid gammaherpesvirus 2; equine herpesvirus 2,EqGHV2; EHV2,86/67,U20824,Complete genome,dsDNA,vertebrates,NCBI Nucleotide
